source_doc_id,date,sentence,found_term,accompanying_terms
3900,2019-12-02 12:30:00,"President Putin and I have spoken about progress in China-Russia relations, and our comprehensive partnership and strategic cooperation, which are entering a new era.",china,[]
3900,2019-12-02 12:30:00,We agreed that promoting China-Russia relations will remain our countries’ foreign policy priorities.,china,[]
3900,2019-12-02 12:30:00,The eastern section of the Russian-Chinese gas pipeline is a seminal project of bilateral energy cooperation and serves as an example of the deep integration and mutually beneficial cooperation between our countries.,chinese,['russian']
3900,2019-12-02 12:30:00,The Chinese-Russian gas pipeline should facilitate the socioeconomic development of the regions across which it runs.,chinese,[]
3900,2019-12-02 12:30:00,"China and Russia are at a crucial stage in their national development, and our relations are entering a new phase as well.",china,[]
3900,2019-12-02 12:30:00,I hope that our countries will continue working to create even more landmark projects like the Chinese-Russian gas pipeline in the interests of our countries and to the benefit of our peoples.,chinese,[]
3901,2019-12-02 14:15:00,"I would also like to note that this year, Russian naval ships successfully pursued objectives assigned to them in the Arctic, Atlantic, Indian and Pacific oceans, including in order to protect shipping and oppose piracy in the South China Sea, in the area of the Gulf of Aden, the Strait of Malacca, the Singapore Strait, and in the Caribbean.",china,['south']
3911,2019-12-06 15:10:00,Germany is Russia’s second largest foreign trade partner after the People’s Republic of China.,china,[]
3911,2019-12-06 15:10:00,"If we are unable to overcome political tensions, we certainly will not be able to realise the great potential of economic cooperation on our continent, and we will fall behind the United States and China.",china,[]
3926,2019-12-19 16:20:00,"The biggest polluter according to the UN – many other organisations made such calculations, but according to the UN, the biggest polluters are the United States and China (16 percent of emissions each), the EU (11 percent), Russia (6 percent) and India (5 percent).",china,[]
3926,2019-12-19 16:20:00,"The most important thing that we have achieved in recent years, between Russia and the People’s Republic of China… The most important thing is not even the figures I will cite in a moment, or the industries in which we cooperate – the most important achievement is the unprecedented level of trust that has developed between our countries.",china,[]
3926,2019-12-19 16:20:00,"Russian-Chinese cooperation is undoubtedly a major factor of international stability, including the strengthening of international law and the creation of a multipolar world.",chinese,['russian']
3926,2019-12-19 16:20:00,"And now China’s share is higher than the US’s share, I may be mistaken, but China is ahead of the United States in its share of global GDP.",china,[]
3926,2019-12-19 16:20:00,"In terms of purchasing power parity, the Chinese economy has become larger than the American one.",chinese,[]
3926,2019-12-19 16:20:00,The role of our interaction with China is very important here.,china,[]
3926,2019-12-19 16:20:00,I am sure that this will benefit the people of China and the Russian Federation alike.,china,[]
3926,2019-12-19 16:20:00,"Say, the US imposes restrictions on China – in reality they are also actually sanctions – this affects the overall world economy, and world trade levels promptly drop.",china,[]
3926,2019-12-19 16:20:00,"As for alliances, we do not have a military alliance with China and we do not plan to create one.",china,[]
3926,2019-12-19 16:20:00,"We are developing cooperation with China in the field of defence technology, among other things.",china,[]
3926,2019-12-19 16:20:00,"Today, China is also a high-technology country but there are certain projects that take up a great deal of time to implement.",china,[]
3926,2019-12-19 16:20:00,"I believe China is capable of creating a missile early warning radar system on its own but, with our help, it will do this faster.",china,[]
3926,2019-12-19 16:20:00,"It will influence it in the best possible way, because, despite growing trade with China, despite the fact that we have the biggest volume of trade with our fraternal – in the direct sense of the word – republics of the former USSR and now independent states, infrastructure development is clearly inadequate.",china,[]
3926,2019-12-19 16:20:00,They have built their stretch of the road to China.,china,[]
3935,2019-12-24 15:45:00,"Russian crews joined forces with their Chinese counterparts on combat patrolling of the airspace over the East China Sea and the Sea of Japan, also for the first time.",china,['east']
3950,2020-01-11 18:35:00,Germany is one of Russia’s biggest international economic partners; it follows the People’s Republic of China in terms of trade.,china,[]
3968,2020-01-23 16:40:00,"We have discussed this with several of our colleagues and, as far as I know, have received a generally positive response to holding a meeting of the heads of state of the five permanent members of the UN Security Council: Russia, China, the United States, France and Britain.",china,[]
3973,2020-01-29 15:15:00,"Colleagues, We are all aware of the frenzy surrounding the coronavirus that was reported in the People’s Republic of China.",china,[]
3981,2020-02-05 13:45:00,Our relations with the People’s Republic of China are at an unprecedentedly high level.,china,[]
3981,2020-02-05 13:45:00,"In April, we are planning to launch the Russian-Chinese cross Year of Scientific, Technological and Innovation Cooperation.",chinese,['russian']
3981,2020-02-05 13:45:00,China and all of us have come face to face with the threat of the coronavirus.,china,[]
3981,2020-02-05 13:45:00,We are ready to render help and every kind of assistance to the friendly Chinese people.,chinese,[]
3981,2020-02-05 13:45:00,We are satisfied with the development of the trilateral Russia-Mongolia-China dialogue.,china,"['russia', 'mongolia']"
4004,2020-03-01 11:20:00,"In the People’s Republic of China, which, as you know, was the first to confront the spread of the disease, business activity indexes published on Friday went beyond lows seen during the 2008 global crisis.",china,[]
4008,2020-03-02 15:00:00,"So, the US is ranked first in terms of spending, while China comes in second.",china,[]
4011,2020-03-04 14:00:00,"There are now 93,000 sick people all around the world, mainly in China, but also a lot of people in South Korea, Italy and Iran.",china,[]
4033,2020-03-17 16:40:00,"In some countries, like our friends, the People's Republic of China (PRC) or the Republic of Korea, the situation is changing for the better.",china,[]
4036,2020-03-18 20:15:00,"As you probably know from media coverage, although the situation in Asia is now stabilising, although China has done a very good and efficient job, the situation is not so good in some other Asian countries.",china,[]
4055,2020-04-07 16:30:00,"For example, on December 31, 2019, the Russian Federation started monitoring developments in the People’s Republic of China.",china,[]
4055,2020-04-07 16:30:00,"At the same time, we have purchased 51 million masks in China and delivered them to the regions.",china,[]
4055,2020-04-07 16:30:00,This is why we are working with another Chinese state corporation on more.,chinese,[]
4055,2020-04-07 16:30:00,Yesterday we received the first samples of reducers as spare parts from China so that we can try them out and test them until the end of the week to be able to replace them with other suppliers.,china,[]
4055,2020-04-07 16:30:00,"In parallel, we are working with our Chinese colleagues to produce not only substances but also finished medical products in case we have to increase supplies.",chinese,[]
4069,2020-04-20 16:20:00,"For instance, we sent two million masks to China in February, when they had a difficult time there.",china,[]
4069,2020-04-20 16:20:00,"As of today, China has provided us with 150 million masks via various channels.",china,[]
4069,2020-04-20 16:20:00,"In addition, 2 million protective suits have been brought from China, and this work will continue.",china,[]
4069,2020-04-20 16:20:00,"China has provided us with 2.5 million more; some 700,000 will be delivered before the end of April and another 2.6 million in May.",china,[]
4093,2020-05-19 12:30:00,"The EAEU signed international agreements with China, Vietnam, Iran, Serbia and Singapore.",china,[]
4093,2020-05-19 12:30:00,"I strongly believe that by working together with these major regional associations, as well as through continuing the efforts to coordinate the EAEU’s activity with the Chinese Belt and Road initiative we will be able to deliver on the project to establish the Greater Eurasian Partnership.",chinese,[]
4124,2020-06-19 00:00:00,"The League of Nations also failed to prevent conflicts in various parts of the world, such as the attack of Italy on Ethiopia, the civil war in Spain, the Japanese aggression against China and the Anschluss of Austria.",china,[]
4124,2020-06-19 00:00:00,"In the Far East, this policy culminated in the conclusion of the Anglo- Japanese agreement in the summer of 1939, which gave Tokyo a free hand in China.",china,[]
4124,2020-06-19 00:00:00,We remember the tremendous sacrifices made by the Chinese people and their great role in defeating Japanese militarists.,chinese,[]
4124,2020-06-19 00:00:00,"There can be no doubt that the summit of Russia, China, France, the United States, and the UK will play an important role in finding common answers to modern challenges and threats, and will demonstrate a common commitment to the spirit of alliance, to those high humanist ideals and values for which our fathers and grandfathers fought shoulder to shoulder.",china,[]
4132,2020-06-24 11:15:00,"Representatives of Azerbaijan, Armenia, Belarus, India, Kazakhstan, Kyrgyzstan, China, Moldova, Mongolia, Serbia, Tajikistan, Turkmenistan, and Uzbekistan will march in this parade along with Russian soldiers.",china,[]
4155,2020-07-20 14:20:00,"China, for instance, has 1.5 billion people and India 1.3 billion people, and there are other countries with larger population numbers.",china,[]
4191,2020-09-16 13:50:00,"What about our eastern project, Russia – Mongolia – the People's Republic of China?",china,[]
4229,2020-10-22 20:15:00,"In terms of its economic weight and political influence, China is moving quickly towards superpower status.",china,[]
4229,2020-10-22 20:15:00,Take China.,china,[]
4229,2020-10-22 20:15:00,The second part boils down to making these agreements multilateral by including our Chinese friends in them.,chinese,[]
4229,2020-10-22 20:15:00,But the arguments quoted by our Chinese friends are very simple.,chinese,[]
4229,2020-10-22 20:15:00,"China is an enormous country, a great power with an enormous economy and 1.5 billion people.",china,[]
4229,2020-10-22 20:15:00,But may I ask why would only China be pressed to be involved in this process and in signing this treaty?,china,[]
4229,2020-10-22 20:15:00,"It is necessary to give these nations the opportunity to carefully build these relations within society leading by example, but not acting like an elephant in a china shop with advice and piles of money to support one or the other side.",china,[]
4229,2020-10-22 20:15:00,"It used to be the first, by the way, but it is second to China now, as our trade with China is twice the volume it is with Germany.",china,[]
4229,2020-10-22 20:15:00,Russian-Chinese relations have reached an unprecedented level.,chinese,['russian']
4229,2020-10-22 20:15:00,"My friend – and I have every reason to call him a friend –President of the People's Republic of China Xi Jinping and I continuously consult each other on what and how things need to be done based on what has already been achieved, but we always find a way to move forward.",china,[]
4229,2020-10-22 20:15:00,"China is a big shareholder in a number of large Russian projects on gas production, and later, on liquefaction (LNG).",china,[]
4229,2020-10-22 20:15:00,Not on the border with China but in the north of the Russian Federation.,china,[]
4229,2020-10-22 20:15:00,"We hope to maintain this working relationship with our Chinese friends – a friendly relationship based on mutual respect, oriented toward achieving the best results for the people of both China and Russia.",china,[]
4229,2020-10-22 20:15:00,We hold regular joint military exercises – at sea and on land in both China and the Russian Federation – and we share best practices in the build-up of the armed forces.,china,[]
4229,2020-10-22 20:15:00,"I will not speak publicly about them now, but our Chinese friends are aware of them.",chinese,[]
4229,2020-10-22 20:15:00,"Undoubtedly, cooperation between Russia and China is boosting the defence potential of the Chinese People’s Army, which is in the interests of Russia as well as China.",china,[]
4229,2020-10-22 20:15:00,"Anyway, we are satisfied with the current state of relations between Russia and China in this area.",china,[]
4235,2020-10-29 16:20:00,"This includes the construction of a new Moscow-Nizhny Novgorod-Kazan motorway, which we agreed on with our Kazakh and Chinese partners.",chinese,[]
4235,2020-10-29 16:20:00,"You asked if we want to follow the Chinese pattern of data protection, or the European one.",chinese,[]
4235,2020-10-29 16:20:00,"We are aware of the structure of consumption in the People’s Republic of China, India and other Asia-Pacific countries.",china,[]
4235,2020-10-29 16:20:00,"This is a promising market, including the People’s Republic of China, Japan, India, and other countries in this promising and emerging region.",china,[]
4235,2020-10-29 16:20:00,"Japan works with us, China, as I said, France, too, and companies from Great Britain as well.",china,[]
4235,2020-10-29 16:20:00,"The growth numbers may not be as good as China would want, but it is still growth, and significant growth at that.",china,[]
4235,2020-10-29 16:20:00,"In this sense, we must admit that China remains a driver behind the global economy.",china,[]
4235,2020-10-29 16:20:00,The volume of the Chinese economy in terms of purchasing power parity is now larger than the volume of the US economy.,chinese,[]
4235,2020-10-29 16:20:00,"Of course, per capita (GDP) in the United States is much higher, but the volume of the Chinese economy is still significant and impressive.",chinese,[]
4235,2020-10-29 16:20:00,"Of course, these changes and these plans of ours undoubtedly benefit from our very good, partner-like and often friendly relations with our friends in Asia, such as the People's Republic of China, India and our other partners in Asia.",china,[]
4248,2020-11-10 15:00:00,"In particular, a counter-terrorist exercise was held in Kazakhstan, China hosted an exercise against extremist uses of the Internet, and Russia carried out the first stage of the Solidarity border operation.",china,[]
4255,2020-11-14 14:40:00,"We expect that the statement on ensuring stable growth of the region’s economy to be adopted today, proposed by our Chinese partners, will boost the expansion of trade, investment and technological exchanges between our nations.",chinese,[]
4257,2020-11-17 16:20:00,"I would like to point out that the Russian Direct Investment Fund (RDIF) has signed agreements with our Indian and Brazilian partners on clinical tests of the Sputnik V vaccine and with pharmaceutical companies in China and India on the production of this vaccine not only for our own use, but also for third countries.",china,[]
4287,2020-12-11 13:45:00,The EAEU is implementing a cooperation agreement with major economic powers like China and India.,china,[]
4287,2020-12-11 13:45:00,"First, we are talking about coordinating the EAEU’s activities with China’s Belt and Road Initiative.",china,[]
4290,2020-12-17 16:35:00,"But look, when the pandemic was only just starting, when the very first signals came from our friends in the People's Republic of China that there was a problem, we reacted immediately at the border, and – I have already said this many times – it bought us time to get prepared, so that when it all hit us on a large scale, we were ready.",china,[]
4290,2020-12-17 16:35:00,"I have to note that, fortunately, we are developing cooperation with many countries, including the People’s Republic of China, at the level of specialists, regional heads and at the federal level.",china,[]
4290,2020-12-17 16:35:00,What about China?,china,[]
4290,2020-12-17 16:35:00,"In terms of military spending, Russia ranks sixth internationally, after the United States, China, Saudi Arabia, Great Britain, France and Japan.",china,[]
4290,2020-12-17 16:35:00,"It follows China, probably, coming in second, I need to see the latest data.",china,[]
4303,2020-12-30 13:30:00,"We must not forget about the motorway corridors, such as Europe – Western China or Western China – Europe, which goes all the way to St Petersburg.",china,"['western', 'europe', 'western']"
4322,2021-01-27 15:10:00,"So, if we take an income level of $5.50 per person per day (in terms of PPP) then, according to the World Bank, in China, for example, the number of people with lower incomes went from 1.1 billion in 1990 down to less than 300 million in recent years.",china,[]
4322,2021-01-27 15:10:00,This is definitely China's success.,china,[]
4331,2021-02-08 16:00:00,"He is now in Gatchina, Leningrad Region.",china,[]
4331,2021-02-08 16:00:00,"I remember visiting you at the reactor site in Gatchina, where I observed that everything had been organised in the best possible way.",china,[]
4411,2021-05-19 12:35:00,"Colleagues, I would like to join the President of China in congratulating you all on the beginning of construction of four power units at the Tianwan NPP and the Xudapu NPP.",china,[]
4411,2021-05-19 12:35:00,Russian and Chinese specialists are working on this flagship joint project which is truly a milestone.,chinese,[]
4411,2021-05-19 12:35:00,"It is planned that they will start operating as soon as in 2026–2028, which, as President Xi just said, will be a solid contribution to China’s energy security.",china,[]
4411,2021-05-19 12:35:00,Chinese consumers will have access to larger volumes of inexpensive and clean electric power.,chinese,[]
4411,2021-05-19 12:35:00,Rosatom is the company in charge of building nuclear power facilities in China in cooperation with its Chinese partners.,china,[]
4411,2021-05-19 12:35:00,"I should note that strict sanitary measures are observed at all construction sites where Russian and Chinese nuclear power specialists are working, commensurate with the current epidemiological situation.",chinese,[]
4411,2021-05-19 12:35:00,"and I determined the main areas of our genuinely close partnership, the cooperation between Russia and China on nuclear technology, during my state visit to China in 2018.",china,[]
4411,2021-05-19 12:35:00,"Cooperation in the area of peaceful nuclear development is an essential component of the entire scope of Russia−China strategic partnership, which is extensive, truly friendly and mutually beneficial.",china,[]
4411,2021-05-19 12:35:00,"Since the signing of this treaty, Russia and China have achieved great success in strengthening our multidimensional cooperation and mutual trust across all areas without exception: politics, international affairs, trade and the economy, cultural and humanitarian exchanges.",china,[]
4411,2021-05-19 12:35:00,It can be said that Russia-China relations have reached their highest level in history.,china,['russia']
4411,2021-05-19 12:35:00,"In addition to the construction of new power units at the Tianwan and Xudapu nuclear power plants, there are many other large Russian-Chinese initiatives that have been and are being implemented.",chinese,['russian']
4411,2021-05-19 12:35:00,These initiatives include an experimental fast neutron reactor built in China with Russia’s participation.,china,[]
4411,2021-05-19 12:35:00,"It is possible that China will get involved in an international consortium that is building a multi-purpose fast neutron research reactor in Dimitrovgrad, Russia.",china,[]
4411,2021-05-19 12:35:00,Russia also supplied China with radionuclide heating blocks for the spacecraft that was the first in history to land on the far side of the Moon in 2019.,china,[]
4411,2021-05-19 12:35:00,"We were extremely happy about your success, dear Chinese friends.",chinese,[]
4411,2021-05-19 12:35:00,I am convinced that Russia and China will have many more ambitious and successful projects together.,china,[]
4411,2021-05-19 12:35:00,"Friends, In conclusion, I would like to extend my gratitude to President Xi for his personal dedication to our bilateral cooperation and wish great success to all our Russian and Chinese colleagues and friends.",chinese,[]
4413,2021-05-20 15:10:00,"Not only is the US ahead of us but also China, India, Saudi Arabia, and all the leading European countries: Germany, France, and Great Britain.",china,[]
4431,2021-06-03 14:25:00,DSK Avtoban and the Eurasian Development Bank are investing about 120 billion rubles in this project to modernise an important section of the Europe-Western China international transit corridor.,china,[]
4432,2021-06-04 17:20:00,It was for liquefying gas in cooperation with our partners from China and France.,china,[]
4434,2021-06-04 21:15:00,The school is the first project of the Russian-Chinese Technology Investment Fund.,chinese,['russian']
4435,2021-06-04 23:00:00,Except for China.,china,[]
4435,2021-06-04 23:00:00,China has already reached its pre-COVID levels.,china,[]
4435,2021-06-04 23:00:00,"However, this does not prevent us from working both with India and China.",china,[]
4435,2021-06-04 23:00:00,"Moreover, we have created conditions for India, China and Russia to be able to work within the same organisations and they are well known: we collaborate in BRICS, and the SCO, and we work together in the United Nations.",china,[]
4435,2021-06-04 23:00:00,"Yes, I know, of course, there are certain issues related to India-China relations.",china,['india']
4435,2021-06-04 23:00:00,"You mentioned the Treaty, which undoubtedly played a vital role in the development of Russian-Chinese relations.",chinese,['russian']
4435,2021-06-04 23:00:00,The point is that Russia and China have many overlapping interests.,china,[]
4435,2021-06-04 23:00:00,"Quite recently, you are aware, President Xi Jinping and I broke ground for four new nuclear reactors in China.",china,[]
4435,2021-06-04 23:00:00,"Quite recently, you know we have opened a bridge in one of the most important regions of the Russian-Chinese border.",chinese,['russian']
4435,2021-06-04 23:00:00,Russia and China are jointly working on major projects that have an international dimension.,china,[]
4435,2021-06-04 23:00:00,"As you are aware, China is promoting the New Silk Road idea, including in the economy.",china,[]
4435,2021-06-04 23:00:00,"I simply do not doubt for a second that we will continue to be as active as possible, keeping in mind both Russia’s and China’s interest in maintaining collaboration on the international arena, and this interaction is undoubtedly one of the most important factors of stability in international affairs.",china,[]
4435,2021-06-04 23:00:00,"As for cooperation with the future government of Germany, I would like to say that Germany is one of our priority partners in the economy; on a global scale, it is one of our largest trade and economic partners, our largest partner in Europe and one of the biggest in the world after China.",china,[]
4436,2021-06-05 14:10:00,"I would like to thank everyone involved in the creation of the monument, as well as, of course, the workers, engineers, artists and art experts who are proceeding with the large-scale restoration of the unique Gatchina Museum-Reserve.",china,[]
4439,2021-06-09 14:20:00,"It is particularly good to note that we have many partners who are interested in joint work and specific results, including people and companies from Russia, Turkey, China, India, Italy, the Federal Republic of Germany, Croatia, Serbia, Kazakhstan, Uzbekistan and Kyrgyzstan.",china,[]
4443,2021-06-14 16:00:00,"The first thing I want to say is that over the last few years, the last few decades, we have developed a strategic partnership relationship between Russia and China that previously had not been achieved in the history of our nations, a high level of trust and cooperation in all areas: in politics, in the economy, in the area of technology, in the area of military and technical cooperation.",china,[]
4443,2021-06-14 16:00:00,We do not believe that China is a threat to us.,china,[]
4443,2021-06-14 16:00:00,China is a friendly nation.,china,[]
4443,2021-06-14 16:00:00,"Number two is that China is a huge, powerful country, 1.5 billion.",china,[]
4443,2021-06-14 16:00:00,"In terms of purchasing power parity, the Chinese economy has exceeded that of the United States.",chinese,[]
4443,2021-06-14 16:00:00,"And in terms of trade for the previous year, last year, China has tied Europe for the first place, whereas the US has dropped to the second position.",china,[]
4443,2021-06-14 16:00:00,China has been developing.,china,[]
4443,2021-06-14 16:00:00,And I understand that what's beginning is a certain kind of confrontation with China.,china,[]
4443,2021-06-14 16:00:00,But the most important thing is the nature and level of our relationship with China.,china,[]
4443,2021-06-14 16:00:00,You said China will have four aircraft carriers.,china,[]
4443,2021-06-14 16:00:00,Why would we worry about the Chinese aircraft carriers?,chinese,[]
4443,2021-06-14 16:00:00,"On top of everything else, we have a hugely vast border with China, but it's a land border.",china,[]
4443,2021-06-14 16:00:00,Do you think the Chinese aircraft carriers will cross our land border?,chinese,[]
4443,2021-06-14 16:00:00,But the bulk of the border between us and China is a land border.,china,[]
4443,2021-06-14 16:00:00,There is nothing excessive here for China.,china,[]
4443,2021-06-14 16:00:00,"That is why what you said, that China won't engage in negotiations on arms control, it refuses to negotiate reductions in nuclear offensive weapons.",china,[]
4443,2021-06-14 16:00:00,"You should ask the Chinese about it, whether it's good or bad.",chinese,[]
4443,2021-06-14 16:00:00,"But their arguments are simple and understandable: in terms of the amount of ammunition and warheads and delivery vehicles, the United States and Russia are far, far ahead of China.",china,[]
4443,2021-06-14 16:00:00,"And the Chinese justly say, ”Why would we make reductions if we are already far behind what you have?",chinese,[]
4443,2021-06-14 16:00:00,But making us responsible for China's position is just comical.,china,[]
4443,2021-06-14 16:00:00,"I have met Uyghurs on my trips to China, and I assure you at the very least what I heard with my own ears, that on the whole they welcome the policies of the Chinese authorities in this area.",china,[]
4443,2021-06-14 16:00:00,"They believe that China has done a great deal for people who live in this part of the country from the perspective of the economy, raising the cultural level, and so on and so forth.",china,[]
4443,2021-06-14 16:00:00,Why should I speak to and build a relationship with this part of our population by reference to the situation in China without understanding thoroughly what is happening there?,china,[]
4443,2021-06-14 16:00:00,I think that you're better off asking about all these problems the foreign minister of the People's Republic of China or the US State Department.,china,[]
4443,2021-06-14 16:00:00,"We are pleased with the level, as I said, – unprecedentedly high level of our relationship as it has evolved over the last few decades, and we cherish it, just like our Chinese friends cherish it, which we can see.",chinese,[]
4443,2021-06-14 16:00:00,Why are you trying to drag us into some kind of matters that you evaluate as you see it fit for building your relationship with China?,china,[]
4443,2021-06-14 16:00:00,We can see attempts at destroying the relationship between Russia and China.,china,[]
4443,2021-06-14 16:00:00,"I believe that this is sufficient, and I'm confident that the Chinese leadership being aware of the totality of these matters, including the part of their population who are Uyghurs, will find the necessary solution to make sure that the situation remains stable and benefits the entire multi-million-strong Chinese people, including its Uyghur part.",chinese,[]
4443,2021-06-14 16:00:00,"We have been working and will continue to work with China, which applies to all kinds of programmes, including exploring deep space.",china,[]
4443,2021-06-14 16:00:00,Are you aware of China's plans to militarily solve the Taiwan problem?,china,[]
4443,2021-06-14 16:00:00,Has China stated that it intends to solve the Taiwan problem militarily?,china,[]
4443,2021-06-14 16:00:00,"For many years, China has been developing its relationship with Taiwan.",china,[]
4443,2021-06-14 16:00:00,China has its own assessment.,china,[]
4459,2021-06-28 13:30:00,"This is indeed a special year for Russian-Chinese relations, as you have pointed out.",chinese,['russian']
4459,2021-06-28 13:30:00,"Twenty years ago, on June 16, 2001, the Treaty on Good-Neighbourliness and Friendly Cooperation between the Russian Federation and the People’s Republic of China was signed in Moscow.",china,[]
4459,2021-06-28 13:30:00,The Treaty has indeed become the fundamental international legal document that has largely predetermined the current level of Russian-Chinese relations.,chinese,['russian']
4459,2021-06-28 13:30:00,It absorbed centuries of positive experience of the development of ties between our states and fully reflects the deep historical traditions of good-neighbourliness and friendship between the Russian and Chinese peoples.,chinese,[]
4459,2021-06-28 13:30:00,"We and our teams have worked on this issue for years, and we have achieved the desired result, acceptable for both China and Russia.",china,[]
4459,2021-06-28 13:30:00,"Today, while honouring the Treaty’s letter and spirit, we have managed to elevate Russian-Chinese relations to an unprecedented height and to make them an example of 21st century interstate cooperation.",chinese,['russian']
4459,2021-06-28 13:30:00,The Russian-Chinese oil pipeline and the Power of Siberia gas pipeline are operating successfully.,chinese,['russian']
4459,2021-06-28 13:30:00,We have held an entire series of themed cross years of Russia in China and China in Russia.,china,[]
4459,2021-06-28 13:30:00,"Amid the growing geopolitical turbulence, the disruption of arms control agreements, and swelling conflict potential in various parts of the world, Russian-Chinese coordination is playing a stabilising role in global affairs, also influencing the most acute problems on the international agenda, such as settling the conflicts on the Korean Peninsula, in Syria and Afghanistan and reviving the plan of action for the Iranian nuclear programme.",chinese,['russian']
4459,2021-06-28 13:30:00,The joint statement reflects the unique role of this legal instrument in shaping the current model of Russian-Chinese relations and their importance for the establishment of a more just international order.,chinese,['russian']
4459,2021-06-28 13:30:00,I would like to take this opportunity to personally wish you all the best on another major occasion you just mentioned – the 100th anniversary of the Communist Party of China.,china,[]
4459,2021-06-28 13:30:00,China is celebrating this anniversary with new achievements in its socioeconomic development as well as on the international arena.,china,[]
4459,2021-06-28 13:30:00,The Soviet Union vigorously supported the Chinese communists in their revolutionary struggle and rendered significant assistance to party and statehood development during the formation of the new China.,china,['new']
4459,2021-06-28 13:30:00,Moscow has a museum dedicated to the 6th Congress of the Communist Party of China held here in 1928.,china,[]
4459,2021-06-28 13:30:00,It is true that at the request of our Chinese colleagues our archives agency has prepared a selection of materials related to the period of the emergence of the communist movement in China.,china,[]
4459,2021-06-28 13:30:00,"I hope that the further expansion of the dialogue between the Chinese Communist Party and leading Russian political parties will help deepen even more the interaction, mutual understanding and trust between our countries.",chinese,[]
4461,2021-06-30 15:50:00,"Look, in 1991 China's GDP was 20 percent of the US GDP, but today, according to US sources –how much is it?",china,[]
4461,2021-06-30 15:50:00,"That is, China’s aggregate GDP has become higher in purchasing power parity than that of the United States.",china,[]
4461,2021-06-30 15:50:00,"Trade between China and Europe exceeded trade between the United States and its main ally, united Europe.",china,[]
4506,2021-08-20 17:10:00,"At the country level, Germany is our second trade and economic partner after China.",china,[]
4507,2021-08-20 18:00:00,"The Federal Republic is our second largest trade and economic partner next to China – over $7 billion… We invested about $7.5 billion – it is even $9.5 billion – in Germany, while our German partners invested $18 billion [in our economy].",china,[]
4526,2021-09-03 12:35:00,"The leaders of China, India and Thailand sent their greetings to the forum.",china,[]
4526,2021-09-03 12:35:00,"I ask the Government to analyse all aspects of the creation of a centre for the production of green hydrogen and ammonia in the Far East, including the project’s feasibility and the participation of our foreign partners in it, primarily from Japan and China.",china,[]
4526,2021-09-03 12:35:00,"We welcome interest from India, China, and other Asian and European countries in this cooperation.",china,[]
4526,2021-09-03 12:35:00,"But this has been a typical policy since the so-called enlightenment missions of Catholic priests, who arrived, say, in Asian countries or China and ‘civilised’ the local residents, based on some achievements in natural sciences, education and medicine, but the main goal was to promote Catholicism rather than educate people.",china,[]
4526,2021-09-03 12:35:00,"When I hear statements by high-ranking US officials that they will release their forces and focus on the struggle against China or Russia, I am tempted to say: Why not first deal with those you fought against for 20 years before declaring your intention to oppose Russia and China?",china,[]
4550,2021-09-17 12:20:00,"Symbolically, the SCO’s anniversary meeting is being held in Dushanbe, as it has been mentioned, where in July 2000 the leaders of the Shanghai Five – Russia, China, Kazakhstan, Kyrgyzstan and Tajikistan – called for the establishment of a regional organisation for multilateral cooperation, which would act in the spirit of good-neighbourliness, mutual trust, and respect for the interests of each other.",china,[]
4550,2021-09-17 12:20:00,"It is clearly designed to further Russia’s idea of establishing a greater Eurasian partnership covering the SCO, the EAEU, ASEAN and China’s Belt and Road initiative.",china,[]
4577,2021-10-12 09:30:00,"In this regard, I would like to express my gratitude to our Chinese friends and personally to President Xi Jinping for their support of efforts to step up international cooperation in the sphere of conservation.",chinese,[]
4577,2021-10-12 09:30:00,"And, of course, we are grateful to our Chinese colleagues and the Secretariat of the Convention for hosting this meeting of the Conference, which is going by the name “Ecological Civilisation: Building a Shared Future for All Life on Earth.”",chinese,[]
4581,2021-10-13 16:40:00,"If you followed closely what the leaders of the People's Republic of China were saying, in one of his speeches at an international event that was held most recently, I believe, by the UN, which I attended, President Xi Jinping said that the People's Republic of China was not planning to use its armed forces to resolve any issues.",china,[]
4581,2021-10-13 16:40:00,"Second, as far as I understand the Chinese philosophy, including state building and governance, it does not include the use of force.",chinese,[]
4581,2021-10-13 16:40:00,"Third, I believe China does not need to use force.",china,[]
4581,2021-10-13 16:40:00,China is an enormous and powerful economy.,china,[]
4581,2021-10-13 16:40:00,"China is capable of achieving its national goals by building up this capacity, and I see no threats here.",china,[]
4581,2021-10-13 16:40:00,"With regard to the South China Sea, indeed, mixed interests are at play, but the Russian Federation is operating on the premise that every country in that region should be given a chance to resolve all arising controversial issues without the intervention of non-regional powers in a calm manner relying on the fundamental norms of international law and by way of negotiations.",china,['south']
4581,2021-10-13 16:40:00,"You are asking me questions that I am in no position to answer, since I am not the leader of China, but the President of the Russian Federation.",china,[]
4581,2021-10-13 16:40:00,I do not know for certain what the Chinese leadership is planning.,chinese,[]
4581,2021-10-13 16:40:00,"First, China is our largest trade and economic partner.",china,[]
4581,2021-10-13 16:40:00,"Despite a recession in the global economy, trade between Russia and China is on the rise and exceeded $100 billion over the first nine months of this year which is a good figure for us.",china,[]
4581,2021-10-13 16:40:00,"In this sense, China is a highly reliable partner of ours.",china,[]
4581,2021-10-13 16:40:00,"I am not talking about any political component, although China is our strategic partner and ally in almost all major areas of cooperation.",china,[]
4581,2021-10-13 16:40:00,"China, our reliable partner and ally, fulfils all of its obligations too.",china,['partner']
